PID	date_sold	store_number	quantity
12768	2017-02-10	157	6
16059	2017-02-10	136	5
17449	2017-02-10	285	2
14978	2017-02-10	305	1
24519	2017-02-10	343	3
14088	2017-02-10	187	6
13056	2017-02-10	81	4
14160	2017-02-10	228	1
21993	2017-02-10	100	3
14708	2017-02-10	11	1
17272	2017-02-10	168	7
22153	2017-02-10	237	4
23455	2017-02-10	206	21
10530	2017-02-10	323	7
3779	2017-02-10	88	1
21161	2017-02-10	326	13
24784	2017-02-10	452	5
4557	2017-02-10	476	4
6592	2017-02-10	235	3
25275	2017-02-10	68	2
50	2017-02-10	429	6
8276	2017-02-10	334	7
24025	2017-02-10	30	3
17450	2017-02-10	138	6
20179	2017-02-10	51	4
6882	2017-02-10	405	4
6083	2017-02-10	460	3
737	2017-02-10	23	2
5591	2017-02-09	346	2
23658	2017-02-09	251	10
2195	2017-02-09	338	1
9078	2017-02-09	355	2
20306	2017-02-09	238	39
17432	2017-02-09	203	6
20046	2017-02-09	360	4
17402	2017-02-09	307	8
21694	2017-02-09	347	7
1424	2017-02-09	80	1
19766	2017-02-09	407	5
22017	2017-02-09	379	18
19141	2017-02-09	224	1
13055	2017-02-09	439	2
20545	2017-02-09	317	2
9834	2017-02-09	397	2
8186	2017-02-09	97	3
11888	2017-02-09	376	4
4270	2017-02-09	213	5
17230	2017-02-09	43	1
5641	2017-02-09	316	6
18729	2017-02-09	464	1
1771	2017-02-09	50	1
54	2017-02-09	16	5
12744	2017-02-09	122	4
11450	2017-02-09	498	6
4559	2017-02-09	137	4
19198	2017-02-09	387	1
5876	2017-02-09	478	2
10737	2017-02-09	392	5
24165	2017-02-09	412	1
6949	2017-02-09	69	3
9099	2017-02-09	261	3
6503	2017-02-09	229	1
19518	2017-02-09	187	6
20681	2017-02-09	95	9
1755	2017-02-09	114	7
12190	2017-02-09	361	1
10851	2017-02-09	25	4
25130	2017-02-09	377	3
12481	2017-02-09	89	1
11471	2017-02-09	120	1
799	2017-02-09	460	2
10399	2017-02-09	154	4
16362	2017-02-09	34	2
14865	2017-02-09	76	4
9940	2017-02-09	76	7
22709	2017-02-09	164	1
3604	2017-02-09	335	2
8563	2017-02-09	187	1
14357	2017-02-09	134	5
23697	2017-02-09	475	5
22817	2017-02-09	283	3
19096	2017-02-09	197	4
17482	2017-02-09	393	1
21650	2017-02-09	67	19
7911	2017-02-09	54	7
16504	2017-02-09	214	7
3244	2017-02-09	249	5
25030	2017-02-09	487	2
6533	2017-02-09	466	5
4649	2017-02-09	276	1
21573	2017-02-09	283	4
22529	2017-02-09	66	5
16363	2017-02-09	360	1
23391	2017-02-09	176	7
15880	2017-02-08	497	3
5022	2017-02-08	174	3
18178	2017-02-08	104	6
6141	2017-02-08	68	6
16325	2017-02-08	64	6
13686	2017-02-08	414	3
2927	2017-02-08	455	7
11267	2017-02-08	298	3
22566	2017-02-08	150	6
19794	2017-02-08	379	1
21181	2017-02-08	473	5
17785	2017-02-08	407	6
21362	2017-02-08	161	1
7267	2017-02-08	451	5
18023	2017-02-08	345	6
22832	2017-02-08	429	2
4335	2017-02-08	75	3
16569	2017-02-08	329	6
23031	2017-02-08	126	1
5852	2017-02-08	371	1
562	2017-02-08	142	4
1972	2017-02-08	64	4
11109	2017-02-08	194	3
7834	2017-02-08	126	5
23885	2017-02-08	31	2
20808	2017-02-08	328	1
9584	2017-02-08	8	6
12920	2017-02-08	186	2
21090	2017-02-08	403	3
19243	2017-02-08	209	3
23890	2017-02-08	271	6
14391	2017-02-08	329	4
21782	2017-02-08	448	12
12822	2017-02-08	144	5
9452	2017-02-08	469	4
18305	2017-02-08	231	6
8848	2017-02-08	139	6
20767	2017-02-08	12	4
15188	2017-02-08	417	17
11790	2017-02-08	407	3
15080	2017-02-08	275	3
20002	2017-02-08	444	5
21495	2017-02-08	270	2
1772	2017-02-08	418	4
10448	2017-02-08	273	5
8867	2017-02-08	115	1
19269	2017-02-08	390	3
22460	2017-02-08	355	4
18954	2017-02-08	330	5
7466	2017-02-08	361	5
23102	2017-02-08	459	5
15010	2017-02-08	245	4
19560	2017-02-08	396	8
3031	2017-02-08	78	3
7078	2017-02-08	400	2
446	2017-02-08	341	6
20341	2017-02-08	145	3
21571	2017-02-08	266	1
6862	2017-02-08	272	15
2003	2017-02-08	51	9
4255	2017-02-07	370	3
3704	2017-02-07	178	1
2365	2017-02-07	85	6
7608	2017-02-07	482	7
6815	2017-02-07	118	1
25292	2017-02-07	451	3
20502	2017-02-07	427	4
15039	2017-02-07	131	1
21965	2017-02-07	199	7
12917	2017-02-07	166	1
8713	2017-02-07	347	6
17581	2017-02-07	402	17
5246	2017-02-07	342	1
15685	2017-02-07	266	7
24988	2017-02-07	53	4
8980	2017-02-07	434	15
1158	2017-02-07	21	5
20942	2017-02-07	446	3
12598	2017-02-07	193	3
20866	2017-02-07	100	3
22034	2017-02-07	44	6
15244	2017-02-07	316	7
23486	2017-02-07	249	2
14743	2017-02-07	257	1
13127	2017-02-07	391	1
15049	2017-02-07	456	7
14184	2017-02-07	110	3
20419	2017-02-07	12	5
10552	2017-02-07	182	4
24827	2017-02-07	117	6
18814	2017-02-07	246	7
14778	2017-02-07	78	36
3186	2017-02-07	169	2
23343	2017-02-07	31	6
13550	2017-02-07	428	6
23119	2017-02-07	152	6
23385	2017-02-07	338	4
23071	2017-02-07	459	8
17433	2017-02-07	398	1
16172	2017-02-07	8	6
2391	2017-02-06	373	17
22866	2017-02-06	168	1
9476	2017-02-06	447	4
2529	2017-02-06	411	1
21546	2017-02-06	158	2
14541	2017-02-06	341	1
5002	2017-02-06	416	6
11325	2017-02-06	284	1
21548	2017-02-06	228	3
17553	2017-02-06	262	5
20132	2017-02-06	140	4
19983	2017-02-06	474	1
2292	2017-02-06	315	1
14443	2017-02-06	203	2
17852	2017-02-06	224	7
22640	2017-02-06	113	3
23446	2017-02-06	314	5
12368	2017-02-06	462	3
8772	2017-02-06	427	3
24293	2017-02-06	48	3
19183	2017-02-06	316	1
17	2017-02-06	322	5
1526	2017-02-06	15	3
13251	2017-02-06	416	4
3601	2017-02-06	363	5
20031	2017-02-06	137	4
22274	2017-02-06	78	1
17825	2017-02-06	49	1
20884	2017-02-06	183	1
6541	2017-02-06	24	2
22834	2017-02-06	304	3
10611	2017-02-06	83	7
20488	2017-02-06	237	7
23311	2017-02-06	348	6
20051	2017-02-06	108	1
19526	2017-02-06	497	4
2793	2017-02-06	489	1
14095	2017-02-06	69	1
10086	2017-02-06	333	1
3726	2017-02-06	7	16
17484	2017-02-06	205	5
25218	2017-02-06	6	2
14362	2017-02-06	97	3
13787	2017-02-06	429	1
18007	2017-02-06	61	3
22204	2017-02-06	320	2
21080	2017-02-06	249	18
24876	2017-02-06	450	3
18012	2017-02-05	416	6
17477	2017-02-05	78	3
4258	2017-02-05	20	8
20506	2017-02-05	103	1
20987	2017-02-05	317	1
24200	2017-02-05	128	4
6420	2017-02-05	48	1
512	2017-02-05	90	6
18808	2017-02-05	17	7
13007	2017-02-05	50	9
21661	2017-02-05	124	5
17426	2017-02-05	485	2
11936	2017-02-05	88	4
22887	2017-02-05	109	2
1455	2017-02-05	297	4
20766	2017-02-05	4	1
9355	2017-02-05	262	1
705	2017-02-05	184	7
23843	2017-02-05	152	1
15054	2017-02-05	55	9
22007	2017-02-05	457	4
14852	2017-02-05	245	6
9972	2017-02-05	336	2
5587	2017-02-05	314	6
15623	2017-02-05	40	9
4676	2017-02-05	73	4
20155	2017-02-05	383	5
17655	2017-02-05	455	4
23946	2017-02-05	182	3
10337	2017-02-05	72	1
24057	2017-02-04	9	2
15981	2017-02-04	283	4
1307	2017-02-04	70	5
18435	2017-02-04	58	7
15888	2017-02-04	414	3
6393	2017-02-04	150	4
17990	2017-02-04	274	6
12902	2017-02-04	83	7
16372	2017-02-04	346	5
20134	2017-02-04	158	6
17983	2017-02-04	270	5
12883	2017-02-04	241	3
21352	2017-02-04	312	5
960	2017-02-04	107	3
18304	2017-02-04	51	1
19237	2017-02-04	361	3
10795	2017-02-04	44	2
14111	2017-02-04	129	4
21474	2017-02-04	126	1
13013	2017-02-04	289	1
2616	2017-02-04	433	6
8797	2017-02-04	304	2
18387	2017-02-04	215	7
18553	2017-02-04	155	3
13350	2017-02-04	9	7
17270	2017-02-04	400	6
12360	2017-02-04	291	1
8843	2017-02-04	221	5
22473	2017-02-04	24	11
17948	2017-02-04	49	4
5697	2017-02-04	210	5
24174	2017-02-04	339	2
4254	2017-02-04	254	1
25264	2017-02-04	63	1
4340	2017-02-04	27	3
14436	2017-02-04	394	4
8772	2017-02-04	176	3
11638	2017-02-04	410	2
10561	2017-02-04	358	8
7614	2017-02-04	306	1
2856	2017-02-04	346	1
5343	2017-02-04	43	4
11522	2017-02-04	189	4
23234	2017-02-04	48	2
5901	2017-02-04	316	5
23731	2017-02-04	11	4
2528	2017-02-04	251	2
4106	2017-02-04	205	4
23125	2017-02-04	338	1
22723	2017-02-04	490	5
5689	2017-02-04	170	3
17590	2017-02-04	245	2
12273	2017-02-04	148	3
17776	2017-02-04	221	5
12413	2017-02-04	235	23
20217	2017-02-04	344	7
13272	2017-02-04	467	2
14899	2017-02-04	69	2
14004	2017-02-04	21	1
2858	2017-02-04	218	9
18846	2017-02-04	470	7
9387	2017-02-04	156	5
392	2017-02-04	403	6
5789	2017-02-04	104	1
6807	2017-02-04	299	4
24979	2017-02-04	226	3
22976	2017-02-04	471	6
15951	2017-02-04	467	3
23914	2017-02-04	234	5
6610	2017-02-04	8	6
11681	2017-02-04	248	7
1730	2017-02-04	38	6
22651	2017-02-03	366	1
14697	2017-02-03	422	5
13755	2017-02-03	274	5
10889	2017-02-03	454	1
19583	2017-02-03	100	3
556	2017-02-03	492	4
14162	2017-02-03	23	2
17192	2017-02-03	395	1
13201	2017-02-03	399	6
9895	2017-02-03	346	1
19314	2017-02-03	7	1
10897	2017-02-03	314	3
4543	2017-02-03	365	3
2616	2017-02-03	217	5
4736	2017-02-03	194	6
2430	2017-02-03	358	4
17390	2017-02-03	347	5
11282	2017-02-03	318	1
11659	2017-02-03	162	5
675	2017-02-03	92	4
10618	2017-02-03	75	7
24560	2017-02-03	464	1
9899	2017-02-03	307	1
15108	2017-02-03	236	1
22821	2017-02-03	498	5
5398	2017-02-03	73	2
1621	2017-02-03	21	2
10213	2017-02-03	382	7
6051	2017-02-03	216	6
11919	2017-02-03	58	3
11970	2017-02-03	387	7
22943	2017-02-03	400	7
892	2017-02-03	495	2
7698	2017-02-03	482	6
3354	2017-02-03	294	4
15055	2017-02-03	245	1
13757	2017-02-03	412	1
20809	2017-02-03	302	3
11599	2017-02-03	109	7
4781	2017-02-03	415	22
1972	2017-02-03	116	1
25218	2017-02-03	79	1
8617	2017-02-03	92	1
15000	2017-02-03	337	2
11719	2017-02-03	356	6
21511	2017-02-03	204	5
19720	2017-02-03	296	2
15170	2017-02-03	163	6
16020	2017-02-03	95	1
19880	2017-02-03	250	2
16098	2017-02-03	453	5
22880	2017-02-03	48	2
15554	2017-02-02	422	5
12781	2017-02-02	332	1
19321	2017-02-02	83	5
19896	2017-02-02	357	4
1021	2017-02-02	396	6
23031	2017-02-02	460	1
13284	2017-02-02	352	2
2616	2017-02-02	486	1
8467	2017-02-02	350	3
21865	2017-02-02	370	5
4848	2017-02-02	116	3
12367	2017-02-02	179	2
1633	2017-02-02	490	5
13653	2017-02-02	255	8
3256	2017-02-02	397	2
5338	2017-02-02	493	1
5773	2017-02-02	97	13
14213	2017-02-02	286	6
23418	2017-02-02	9	6
23977	2017-02-02	192	3
3987	2017-02-02	381	4
12353	2017-02-02	61	1
9778	2017-02-02	12	6
20015	2017-02-02	84	2
4932	2017-02-02	286	1
13860	2017-02-02	103	2
7220	2017-02-02	310	7
19826	2017-02-02	270	3
11864	2017-02-02	308	2
19847	2017-02-02	157	5
22804	2017-02-02	178	6
15169	2017-02-02	362	1
18542	2017-02-02	208	3
10245	2017-02-02	402	14
22321	2017-02-02	91	7
11521	2017-02-02	71	3
24843	2017-02-02	106	24
4965	2017-02-02	238	2
7619	2017-02-02	269	13
11490	2017-02-02	323	1
16954	2017-02-02	81	6
8929	2017-02-02	495	2
16242	2017-02-02	32	1
10629	2017-02-02	442	6
14783	2017-02-02	335	6
24178	2017-02-02	3	2
14115	2017-02-02	114	4
142	2017-02-02	130	3
20875	2017-02-02	76	4
19985	2017-02-02	9	3
8724	2017-02-02	376	7
694	2017-02-02	184	4
11584	2017-02-02	173	7
8137	2017-02-02	266	18
18599	2017-02-02	464	3
19596	2017-02-02	490	1
471	2017-02-02	208	5
17477	2017-02-02	132	4
14567	2017-02-01	323	1
19840	2017-02-01	105	9
22266	2017-02-01	51	2
17903	2017-02-01	98	3
18999	2017-02-01	163	7
8965	2017-02-01	376	4
23775	2017-02-01	473	19
10131	2017-02-01	351	4
19306	2017-02-01	128	3
10824	2017-02-01	95	6
21067	2017-02-01	364	1
7564	2017-02-01	318	7
2305	2017-02-01	483	1
5940	2017-02-01	475	1
17492	2017-02-01	213	3
24686	2017-02-01	354	6
8586	2017-02-01	200	1
11976	2017-02-01	471	1
3217	2017-02-01	178	13
12731	2017-02-01	437	5
3937	2017-02-01	8	7
11208	2017-02-01	41	7
22521	2017-02-01	435	6
8957	2017-02-01	500	7
18332	2017-02-01	348	2
1546	2017-02-01	410	1
13062	2017-02-01	328	3
7274	2017-02-01	232	1
4423	2017-02-01	457	3
3156	2017-02-01	208	1
2251	2017-01-31	371	4
4084	2017-01-31	351	4
10903	2017-01-31	33	4
19887	2017-01-31	191	1
9712	2017-01-31	424	12
12539	2017-01-31	109	1
6603	2017-01-31	291	4
5640	2017-01-31	6	4
4339	2017-01-31	174	6
16273	2017-01-31	258	3
11506	2017-01-31	202	1
24717	2017-01-31	30	2
10741	2017-01-31	320	6
19903	2017-01-31	369	24
16914	2017-01-31	336	1
3059	2017-01-31	194	4
6523	2017-01-31	120	1
19879	2017-01-31	386	1
4553	2017-01-31	1	1
6230	2017-01-31	409	2
9133	2017-01-31	118	4
7559	2017-01-31	479	3
23722	2017-01-31	343	5
24191	2017-01-31	277	4
20831	2017-01-31	10	6
14111	2017-01-31	467	6
12547	2017-01-31	105	3
21357	2017-01-31	308	16
16636	2017-01-31	37	3
15591	2017-01-31	356	1
16821	2017-01-31	204	2
11157	2017-01-31	142	6
20743	2017-01-31	474	2
5219	2017-01-31	47	3
17621	2017-01-31	175	4
16130	2017-01-31	250	6
10298	2017-01-31	127	7
17221	2017-01-31	460	2
6016	2017-01-31	357	5
8619	2017-01-31	63	6
15514	2017-01-31	148	6
23345	2017-01-31	8	1
5049	2017-01-31	130	1
24952	2017-01-31	168	6
23768	2017-01-31	256	6
4638	2017-01-31	344	1
1593	2017-01-31	47	3
17885	2017-01-31	184	5
12818	2017-01-31	169	2
15628	2017-01-31	47	1
15406	2017-01-31	287	7
1399	2017-01-31	57	6
4268	2017-01-31	86	2
15486	2017-01-31	267	3
15224	2017-01-31	31	6
9226	2017-01-31	304	3
1678	2017-01-31	466	4
10469	2017-01-31	481	1
11561	2017-01-31	157	4
17189	2017-01-30	310	1
854	2017-01-30	330	2
21545	2017-01-30	348	1
16118	2017-01-30	108	1
20430	2017-01-30	141	4
4113	2017-01-30	60	6
14621	2017-01-30	201	4
25079	2017-01-30	9	1
9870	2017-01-30	65	10
19215	2017-01-30	376	1
21665	2017-01-30	475	1
23008	2017-01-30	74	31
11742	2017-01-30	491	3
5373	2017-01-30	16	1
24249	2017-01-30	263	5
8530	2017-01-30	451	3
19351	2017-01-30	235	6
3156	2017-01-30	437	6
1461	2017-01-30	264	6
23989	2017-01-30	394	4
1516	2017-01-30	429	6
22450	2017-01-30	255	2
2555	2017-01-30	367	4
15898	2017-01-30	285	1
676	2017-01-30	206	16
566	2017-01-30	359	6
8747	2017-01-30	495	3
12105	2017-01-30	102	1
2197	2017-01-30	242	1
10331	2017-01-30	372	2
4094	2017-01-30	233	3
16156	2017-01-30	314	6
17263	2017-01-30	62	4
20198	2017-01-30	368	14
20120	2017-01-30	333	5
1037	2017-01-30	88	1
162	2017-01-30	89	5
11236	2017-01-30	124	1
22323	2017-01-30	314	3
14527	2017-01-30	124	2
21177	2017-01-30	64	1
24840	2017-01-30	258	4
9824	2017-01-30	500	10
14514	2017-01-30	352	2
22874	2017-01-30	420	1
6782	2017-01-30	265	4
16295	2017-01-30	259	3
18827	2017-01-30	402	2
22658	2017-01-30	210	5
20944	2017-01-30	31	10
16152	2017-01-30	100	5
13851	2017-01-30	408	1
10355	2017-01-30	250	7
21120	2017-01-30	428	6
24665	2017-01-30	388	6
4260	2017-01-30	408	2
8081	2017-01-30	468	2
19973	2017-01-30	75	6
2583	2017-01-30	409	2
17217	2017-01-30	153	1
5770	2017-01-30	212	9
24119	2017-01-30	492	3
18388	2017-01-30	78	7
22257	2017-01-29	149	1
3697	2017-01-29	164	4
12659	2017-01-29	97	5
22163	2017-01-29	159	6
24412	2017-01-29	449	1
5533	2017-01-29	416	19
1850	2017-01-29	187	6
1753	2017-01-29	481	1
24700	2017-01-29	414	4
22387	2017-01-29	213	7
8719	2017-01-29	192	2
12093	2017-01-29	295	6
16988	2017-01-29	34	12
11159	2017-01-29	495	1
20817	2017-01-29	500	6
3517	2017-01-29	243	1
6742	2017-01-29	490	5
5078	2017-01-29	462	8
8229	2017-01-29	301	10
14276	2017-01-29	316	1
8606	2017-01-29	218	16
1749	2017-01-29	27	8
7242	2017-01-29	44	1
23278	2017-01-29	437	1
18313	2017-01-29	487	3
12984	2017-01-29	417	1
4734	2017-01-29	246	3
23511	2017-01-29	126	2
497	2017-01-29	340	1
5511	2017-01-29	31	4
16241	2017-01-29	175	1
2068	2017-01-29	142	7
11462	2017-01-29	110	9
17388	2017-01-29	172	4
25131	2017-01-29	361	1
21836	2017-01-29	417	14
5555	2017-01-29	97	9
13455	2017-01-29	201	7
4971	2017-01-29	13	5
2391	2017-01-28	394	29
10018	2017-01-28	210	1
20862	2017-01-28	251	8
7312	2017-01-28	97	6
20765	2017-01-28	258	4
18665	2017-01-28	440	1
5913	2017-01-28	113	5
8320	2017-01-28	282	13
9463	2017-01-28	492	1
17299	2017-01-28	140	6
7733	2017-01-28	336	2
748	2017-01-28	200	1
8463	2017-01-28	343	7
20752	2017-01-28	379	4
12029	2017-01-28	202	4
1395	2017-01-28	284	18
22400	2017-01-28	113	1
16208	2017-01-28	390	1
22259	2017-01-28	311	4
14050	2017-01-28	53	4
19260	2017-01-28	43	1
5360	2017-01-28	211	2
19964	2017-01-28	81	3
1977	2017-01-28	238	1
15914	2017-01-28	399	5
11745	2017-01-28	21	4
5834	2017-01-28	94	4
7733	2017-01-28	147	1
4279	2017-01-28	134	1
16993	2017-01-28	244	6
3052	2017-01-28	463	6
4259	2017-01-28	21	2
19857	2017-01-28	401	1
23033	2017-01-27	172	1
17066	2017-01-27	24	2
2446	2017-01-27	498	4
22053	2017-01-27	361	6
19425	2017-01-27	105	1
15942	2017-01-27	358	5
8833	2017-01-27	486	5
14578	2017-01-27	145	8
1136	2017-01-27	207	5
11772	2017-01-27	257	3
15922	2017-01-27	445	1
22404	2017-01-27	366	2
18881	2017-01-27	423	9
19050	2017-01-27	67	1
10024	2017-01-27	204	7
937	2017-01-27	164	1
5388	2017-01-27	35	1
6992	2017-01-27	187	5
20565	2017-01-27	71	1
19303	2017-01-27	395	1
4798	2017-01-27	218	2
12307	2017-01-27	416	5
6105	2017-01-27	86	1
11736	2017-01-27	130	5
12810	2017-01-27	186	1
5909	2017-01-27	178	1
12331	2017-01-27	4	6
22742	2017-01-27	307	5
23049	2017-01-27	104	1
7682	2017-01-27	84	2
23959	2017-01-27	227	1
20107	2017-01-27	227	7
23776	2017-01-27	267	3
1997	2017-01-27	487	4
19170	2017-01-27	128	4
4698	2017-01-27	350	6
1800	2017-01-27	267	3
3377	2017-01-27	222	5
21340	2017-01-27	149	1
21587	2017-01-27	467	4
16276	2017-01-27	414	1
14170	2017-01-27	468	1
16743	2017-01-27	217	7
1152	2017-01-27	354	1
18337	2017-01-27	278	1
20582	2017-01-27	239	6
4474	2017-01-27	40	2
13277	2017-01-27	16	4
14275	2017-01-27	465	2
15601	2017-01-26	12	7
13320	2017-01-26	193	4
3629	2017-01-26	243	6
19847	2017-01-26	80	4
14881	2017-01-26	275	6
24175	2017-01-26	259	1
8397	2017-01-26	182	4
21969	2017-01-26	352	3
14760	2017-01-26	483	34
10325	2017-01-26	473	5
10423	2017-01-26	24	1
14662	2017-01-26	60	1
11419	2017-01-26	47	6
24384	2017-01-26	130	1
9223	2017-01-26	469	4
23840	2017-01-26	461	6
21540	2017-01-26	132	5
1064	2017-01-26	15	18
16419	2017-01-26	439	2
4247	2017-01-26	98	2
7005	2017-01-26	180	1
14214	2017-01-26	342	4
20774	2017-01-26	236	5
13788	2017-01-26	279	2
15135	2017-01-26	135	3
21948	2017-01-26	16	1
9138	2017-01-26	38	6
3431	2017-01-26	17	6
88	2017-01-26	303	4
5096	2017-01-26	489	4
10874	2017-01-26	65	1
14580	2017-01-26	61	1
21067	2017-01-26	159	4
2309	2017-01-26	198	1
8146	2017-01-26	60	1
5863	2017-01-26	294	3
13317	2017-01-25	269	1
7352	2017-01-25	486	5
10430	2017-01-25	206	6
7953	2017-01-25	477	6
18817	2017-01-25	234	2
5512	2017-01-25	430	3
10374	2017-01-25	363	5
17765	2017-01-25	167	1
22766	2017-01-25	420	5
21141	2017-01-25	152	7
6593	2017-01-25	470	1
10272	2017-01-25	497	6
23008	2017-01-25	486	2
13261	2017-01-25	225	3
18142	2017-01-25	212	2
12399	2017-01-25	405	2
22509	2017-01-25	409	1
10108	2017-01-25	116	5
13129	2017-01-25	45	1
1160	2017-01-25	95	1
18739	2017-01-25	134	4
6127	2017-01-25	9	7
1196	2017-01-25	243	1
21794	2017-01-25	338	2
5910	2017-01-25	49	4
23613	2017-01-25	301	6
22351	2017-01-25	160	6
10608	2017-01-25	315	6
839	2017-01-25	320	4
24185	2017-01-25	113	6
13979	2017-01-25	402	7
9527	2017-01-25	335	1
6113	2017-01-25	396	3
24402	2017-01-25	160	5
12014	2017-01-25	161	1
14351	2017-01-25	428	2
24960	2017-01-25	472	1
14472	2017-01-25	346	3
21362	2017-01-25	292	4
23790	2017-01-25	115	1
17102	2017-01-25	180	6
7403	2017-01-25	156	9
1044	2017-01-25	62	14
117	2017-01-25	321	1
12403	2017-01-25	107	6
24667	2017-01-25	286	5
15386	2017-01-25	400	4
1957	2017-01-25	253	7
16667	2017-01-25	424	2
3108	2017-01-25	135	6
16877	2017-01-25	200	3
8087	2017-01-25	485	4
11782	2017-01-25	348	4
22754	2017-01-25	359	6
13810	2017-01-25	237	3
12535	2017-01-25	173	37
10465	2017-01-25	189	6
4465	2017-01-25	374	1
24410	2017-01-25	478	4
5403	2017-01-25	334	2
17114	2017-01-25	4	4
5127	2017-01-25	353	1
3714	2017-01-25	150	6
700	2017-01-25	215	5
10428	2017-01-25	288	1
22962	2017-01-25	448	6
767	2017-01-25	425	1
23536	2017-01-25	406	4
1710	2017-01-25	323	15
1561	2017-01-24	139	3
16506	2017-01-24	434	6
19199	2017-01-24	268	7
20501	2017-01-24	118	14
20430	2017-01-24	488	2
25154	2017-01-24	433	1
5039	2017-01-24	29	2
20400	2017-01-24	234	6
12187	2017-01-24	480	1
4688	2017-01-24	157	1
8281	2017-01-24	259	4
23256	2017-01-24	393	1
7074	2017-01-24	81	3
16344	2017-01-24	192	2
20511	2017-01-24	309	4
14598	2017-01-24	377	1
16961	2017-01-24	157	2
11304	2017-01-24	385	1
20154	2017-01-24	343	11
18506	2017-01-24	94	1
9934	2017-01-24	8	1
23357	2017-01-24	333	6
11120	2017-01-24	178	3
12764	2017-01-24	91	2
18112	2017-01-24	172	8
104	2017-01-24	315	1
3876	2017-01-24	230	4
15316	2017-01-24	334	6
16614	2017-01-24	375	1
3261	2017-01-24	126	3
10785	2017-01-24	353	6
6417	2017-01-24	119	3
956	2017-01-24	112	4
8352	2017-01-24	193	4
4287	2017-01-24	321	4
5305	2017-01-24	189	1
7498	2017-01-24	321	2
24199	2017-01-24	379	5
13201	2017-01-24	186	1
14454	2017-01-24	310	5
9847	2017-01-24	485	6
10486	2017-01-24	222	1
1056	2017-01-24	414	5
9787	2017-01-24	368	6
21040	2017-01-24	223	6
11677	2017-01-24	266	5
20562	2017-01-23	407	3
8106	2017-01-23	208	6
19024	2017-01-23	325	5
6023	2017-01-23	240	5
19290	2017-01-23	484	5
1020	2017-01-23	269	24
9858	2017-01-23	325	3
7079	2017-01-23	229	5
24401	2017-01-23	222	3
12535	2017-01-23	422	30
15932	2017-01-23	200	4
4843	2017-01-23	217	1
11541	2017-01-23	295	1
21361	2017-01-23	272	4
298	2017-01-23	193	3
14772	2017-01-23	34	6
6412	2017-01-23	100	6
2435	2017-01-23	275	4
580	2017-01-23	276	2
6142	2017-01-23	486	3
4647	2017-01-23	261	4
22224	2017-01-23	78	2
11302	2017-01-23	312	4
9610	2017-01-23	285	7
18322	2017-01-23	497	10
8857	2017-01-23	63	3
17736	2017-01-23	33	2
16365	2017-01-23	258	37
12215	2017-01-23	247	5
17680	2017-01-23	216	5
5654	2017-01-23	253	3
10288	2017-01-23	472	3
4536	2017-01-23	282	6
21607	2017-01-23	145	4
3641	2017-01-23	273	6
23785	2017-01-23	86	1
24524	2017-01-23	127	12
25237	2017-01-23	338	1
13297	2017-01-23	32	1
5335	2017-01-23	25	1
13284	2017-01-23	277	4
23256	2017-01-23	213	1
2226	2017-01-23	460	4
6948	2017-01-23	74	3
18000	2017-01-23	421	2
561	2017-01-23	26	5
7640	2017-01-23	233	1
22459	2017-01-23	371	7
7743	2017-01-22	2	5
90	2017-01-22	421	2
701	2017-01-22	397	7
17950	2017-01-22	230	8
3374	2017-01-22	119	3
8543	2017-01-22	174	3
16661	2017-01-22	290	13
11116	2017-01-22	373	7
10926	2017-01-22	488	4
2289	2017-01-22	482	1
867	2017-01-22	455	5
12568	2017-01-22	451	4
20316	2017-01-22	69	2
21005	2017-01-22	243	1
5387	2017-01-22	16	4
8671	2017-01-22	493	1
6044	2017-01-22	270	1
17927	2017-01-22	148	17
14985	2017-01-22	102	6
1244	2017-01-22	324	12
10540	2017-01-22	181	1
5658	2017-01-22	198	1
19184	2017-01-22	379	7
18975	2017-01-22	378	6
14502	2017-01-22	451	10
15236	2017-01-22	362	5
11271	2017-01-22	262	6
1662	2017-01-22	31	2
9741	2017-01-22	312	7
20318	2017-01-22	182	7
1834	2017-01-22	208	7
15942	2017-01-22	237	5
18013	2017-01-21	54	4
3299	2017-01-21	46	7
4707	2017-01-21	282	6
6058	2017-01-21	281	6
8967	2017-01-21	499	7
15149	2017-01-21	328	6
779	2017-01-21	317	5
2961	2017-01-21	99	5
20041	2017-01-21	379	1
15947	2017-01-21	347	4
17564	2017-01-21	49	37
11002	2017-01-21	378	6
9293	2017-01-21	168	1
10092	2017-01-21	143	3
12683	2017-01-21	24	1
2942	2017-01-21	130	4
12445	2017-01-21	248	3
4675	2017-01-21	360	7
15690	2017-01-21	106	5
6480	2017-01-21	456	2
11957	2017-01-21	99	6
707	2017-01-21	425	18
10365	2017-01-21	422	1
16293	2017-01-21	453	1
1727	2017-01-21	493	2
18219	2017-01-21	316	3
21295	2017-01-21	329	7
16035	2017-01-21	162	12
14297	2017-01-21	242	9
19485	2017-01-21	204	2
22029	2017-01-21	498	5
23812	2017-01-21	89	4
6144	2017-01-21	68	3
21911	2017-01-21	490	3
22332	2017-01-21	191	5
6258	2017-01-21	497	5
2874	2017-01-21	49	6
1524	2017-01-21	290	3
18322	2017-01-21	11	4
6732	2017-01-21	53	6
14700	2017-01-21	299	5
11956	2017-01-21	458	4
11620	2017-01-21	471	16
