PID,store_number,business_date,quantity
23385,338,2017/2/7,4
23071,459,2017/2/7,8
17433,398,2017/2/7,1
16172,8,2017/2/7,6
2391,373,2017/2/6,17
22866,168,2017/2/6,1
9476,447,2017/2/6,4
2529,411,2017/2/6,1
21546,158,2017/2/6,2
14541,341,2017/2/6,1
5002,416,2017/2/6,6
11325,284,2017/2/6,1
21548,228,2017/2/6,3
17553,262,2017/2/6,5
20132,140,2017/2/6,4
19983,474,2017/2/6,1
2292,315,2017/2/6,1
14443,203,2017/2/6,2
17852,224,2017/2/6,7
22640,113,2017/2/6,3
23446,314,2017/2/6,5
12368,462,2017/2/6,3
8772,427,2017/2/6,3
24293,48,2017/2/6,3
19183,316,2017/2/6,1
17,322,2017/2/6,5
1526,15,2017/2/6,3
13251,416,2017/2/6,4
3601,363,2017/2/6,5
20031,137,2017/2/6,4
22274,78,2017/2/6,1
17825,49,2017/2/6,1
20884,183,2017/2/6,1
6541,24,2017/2/6,2
22834,304,2017/2/6,3
10611,83,2017/2/6,7
20488,237,2017/2/6,7
23311,348,2017/2/6,6
20051,108,2017/2/6,1
19526,497,2017/2/6,4
2793,489,2017/2/6,1
14095,69,2017/2/6,1
10086,333,2017/2/6,1
3726,7,2017/2/6,16
17484,205,2017/2/6,5
25218,6,2017/2/6,2
14362,97,2017/2/6,3
13787,429,2017/2/6,1
18007,61,2017/2/6,3
22204,320,2017/2/6,2
21080,249,2017/2/6,18
24876,450,2017/2/6,3
18012,416,2017/2/5,6
17477,78,2017/2/5,3
4258,20,2017/2/5,8
20506,103,2017/2/5,1
20987,317,2017/2/5,1
24200,128,2017/2/5,4
6420,48,2017/2/5,1
512,90,2017/2/5,6
18808,17,2017/2/5,7
13007,50,2017/2/5,9
21661,124,2017/2/5,5
17426,485,2017/2/5,2
11936,88,2017/2/5,4
22887,109,2017/2/5,2
1455,297,2017/2/5,4
20766,4,2017/2/5,1
9355,262,2017/2/5,1
705,184,2017/2/5,7
23843,152,2017/2/5,1
15054,55,2017/2/5,9
22007,457,2017/2/5,4
14852,245,2017/2/5,6
9972,336,2017/2/5,2
5587,314,2017/2/5,6
15623,40,2017/2/5,9
4676,73,2017/2/5,4
20155,383,2017/2/5,5
17655,455,2017/2/5,4
23946,182,2017/2/5,3
10337,72,2017/2/5,1
24057,9,2017/2/4,2
15981,283,2017/2/4,4
1307,70,2017/2/4,5
18435,58,2017/2/4,7
15888,414,2017/2/4,3
6393,150,2017/2/4,4
17990,274,2017/2/4,6
12902,83,2017/2/4,7
16372,346,2017/2/4,5
20134,158,2017/2/4,6
17983,270,2017/2/4,5
12883,241,2017/2/4,3
21352,312,2017/2/4,5
960,107,2017/2/4,3
18304,51,2017/2/4,1
19237,361,2017/2/4,3
10795,44,2017/2/4,2
14111,129,2017/2/4,4
21474,126,2017/2/4,1
13013,289,2017/2/4,1
2616,433,2017/2/4,6
8797,304,2017/2/4,2
18387,215,2017/2/4,7
18553,155,2017/2/4,3
13350,9,2017/2/4,7
17270,400,2017/2/4,6
12360,291,2017/2/4,1
8843,221,2017/2/4,5
22473,24,2017/2/4,11
17948,49,2017/2/4,4
5697,210,2017/2/4,5
24174,339,2017/2/4,2
4254,254,2017/2/4,1
25264,63,2017/2/4,1
4340,27,2017/2/4,3
14436,394,2017/2/4,4
8772,176,2017/2/4,3
11638,410,2017/2/4,2
10561,358,2017/2/4,8
7614,306,2017/2/4,1
2856,346,2017/2/4,1
5343,43,2017/2/4,4
11522,189,2017/2/4,4
23234,48,2017/2/4,2
5901,316,2017/2/4,5
23731,11,2017/2/4,4
2528,251,2017/2/4,2
4106,205,2017/2/4,4
23125,338,2017/2/4,1
22723,490,2017/2/4,5
5689,170,2017/2/4,3
17590,245,2017/2/4,2
12273,148,2017/2/4,3
17776,221,2017/2/4,5
12413,235,2017/2/4,23
20217,344,2017/2/4,7
13272,467,2017/2/4,2
14899,69,2017/2/4,2
14004,21,2017/2/4,1
2858,218,2017/2/4,9
18846,470,2017/2/4,7
9387,156,2017/2/4,5
392,403,2017/2/4,6
5789,104,2017/2/4,1
6807,299,2017/2/4,4
24979,226,2017/2/4,3
22976,471,2017/2/4,6
15951,467,2017/2/4,3
23914,234,2017/2/4,5
6610,8,2017/2/4,6
11681,248,2017/2/4,7
1730,38,2017/2/4,6
22651,366,2017/2/3,1
14697,422,2017/2/3,5
13755,274,2017/2/3,5
10889,454,2017/2/3,1
19583,100,2017/2/3,3
556,492,2017/2/3,4
14162,23,2017/2/3,2
17192,395,2017/2/3,1
13201,399,2017/2/3,6
9895,346,2017/2/3,1
19314,7,2017/2/3,1
10897,314,2017/2/3,3
4543,365,2017/2/3,3
2616,217,2017/2/3,5
4736,194,2017/2/3,6
2430,358,2017/2/3,4
17390,347,2017/2/3,5
11282,318,2017/2/3,1
11659,162,2017/2/3,5
675,92,2017/2/3,4
10618,75,2017/2/3,7
24560,464,2017/2/3,1
9899,307,2017/2/3,1
15108,236,2017/2/3,1
22821,498,2017/2/3,5
5398,73,2017/2/3,2
1621,21,2017/2/3,2
10213,382,2017/2/3,7
6051,216,2017/2/3,6
11919,58,2017/2/3,3
11970,387,2017/2/3,7
22943,400,2017/2/3,7
892,495,2017/2/3,2
7698,482,2017/2/3,6
3354,294,2017/2/3,4
15055,245,2017/2/3,1
13757,412,2017/2/3,1
20809,302,2017/2/3,3
11599,109,2017/2/3,7
4781,415,2017/2/3,22
1972,116,2017/2/3,1
25218,79,2017/2/3,1
8617,92,2017/2/3,1
15000,337,2017/2/3,2
11719,356,2017/2/3,6
21511,204,2017/2/3,5
19720,296,2017/2/3,2
15170,163,2017/2/3,6
16020,95,2017/2/3,1
19880,250,2017/2/3,2
16098,453,2017/2/3,5
22880,48,2017/2/3,2
15554,422,2017/2/2,5
12781,332,2017/2/2,1
19321,83,2017/2/2,5
19896,357,2017/2/2,4
1021,396,2017/2/2,6
23031,460,2017/2/2,1
13284,352,2017/2/2,2
2616,486,2017/2/2,1
8467,350,2017/2/2,3
21865,370,2017/2/2,5
4848,116,2017/2/2,3
12367,179,2017/2/2,2
1633,490,2017/2/2,5
13653,255,2017/2/2,8
3256,397,2017/2/2,2
5338,493,2017/2/2,1
5773,97,2017/2/2,13
14213,286,2017/2/2,6
23418,9,2017/2/2,6
23977,192,2017/2/2,3
3987,381,2017/2/2,4
12353,61,2017/2/2,1
9778,12,2017/2/2,6
20015,84,2017/2/2,2
4932,286,2017/2/2,1
13860,103,2017/2/2,2
7220,310,2017/2/2,7
19826,270,2017/2/2,3
11864,308,2017/2/2,2
19847,157,2017/2/2,5
22804,178,2017/2/2,6
15169,362,2017/2/2,1
18542,208,2017/2/2,3
10245,402,2017/2/2,14
22321,91,2017/2/2,7
11521,71,2017/2/2,3
24843,106,2017/2/2,24
4965,238,2017/2/2,2
7619,269,2017/2/2,13
11490,323,2017/2/2,1
16954,81,2017/2/2,6
8929,495,2017/2/2,2
16242,32,2017/2/2,1
10629,442,2017/2/2,6
14783,335,2017/2/2,6
24178,3,2017/2/2,2
14115,114,2017/2/2,4
142,130,2017/2/2,3
20875,76,2017/2/2,4
19985,9,2017/2/2,3
8724,376,2017/2/2,7
694,184,2017/2/2,4
11584,173,2017/2/2,7
8137,266,2017/2/2,18
18599,464,2017/2/2,3
19596,490,2017/2/2,1
471,208,2017/2/2,5
17477,132,2017/2/2,4
14567,323,2017/2/1,1
19840,105,2017/2/1,9
22266,51,2017/2/1,2
17903,98,2017/2/1,3
18999,163,2017/2/1,7
8965,376,2017/2/1,4
23775,473,2017/2/1,19
10131,351,2017/2/1,4
19306,128,2017/2/1,3
10824,95,2017/2/1,6
21067,364,2017/2/1,1
7564,318,2017/2/1,7
2305,483,2017/2/1,1
5940,475,2017/2/1,1
17492,213,2017/2/1,3
24686,354,2017/2/1,6
8586,200,2017/2/1,1
11976,471,2017/2/1,1
3217,178,2017/2/1,13
12731,437,2017/2/1,5
3937,8,2017/2/1,7
11208,41,2017/2/1,7
22521,435,2017/2/1,6
8957,500,2017/2/1,7
18332,348,2017/2/1,2
1546,410,2017/2/1,1
13062,328,2017/2/1,3
7274,232,2017/2/1,1
4423,457,2017/2/1,3
3156,208,2017/2/1,1
2251,371,2017/1/31,4
4084,351,2017/1/31,4
10903,33,2017/1/31,4
19887,191,2017/1/31,1
9712,424,2017/1/31,12
12539,109,2017/1/31,1
6603,291,2017/1/31,4
5640,6,2017/1/31,4
4339,174,2017/1/31,6
16273,258,2017/1/31,3
11506,202,2017/1/31,1
24717,30,2017/1/31,2
10741,320,2017/1/31,6
19903,369,2017/1/31,24
16914,336,2017/1/31,1
3059,194,2017/1/31,4
6523,120,2017/1/31,1
19879,386,2017/1/31,1
4553,1,2017/1/31,1
6230,409,2017/1/31,2
9133,118,2017/1/31,4
7559,479,2017/1/31,3
23722,343,2017/1/31,5
24191,277,2017/1/31,4
20831,10,2017/1/31,6
14111,467,2017/1/31,6
12547,105,2017/1/31,3
21357,308,2017/1/31,16
16636,37,2017/1/31,3
15591,356,2017/1/31,1
16821,204,2017/1/31,2
11157,142,2017/1/31,6
20743,474,2017/1/31,2
5219,47,2017/1/31,3
17621,175,2017/1/31,4
16130,250,2017/1/31,6
10298,127,2017/1/31,7
17221,460,2017/1/31,2
6016,357,2017/1/31,5
8619,63,2017/1/31,6
15514,148,2017/1/31,6
23345,8,2017/1/31,1
5049,130,2017/1/31,1
24952,168,2017/1/31,6
23768,256,2017/1/31,6
4638,344,2017/1/31,1
1593,47,2017/1/31,3
17885,184,2017/1/31,5
12818,169,2017/1/31,2
15628,47,2017/1/31,1
15406,287,2017/1/31,7
1399,57,2017/1/31,6
4268,86,2017/1/31,2
15486,267,2017/1/31,3
15224,31,2017/1/31,6
9226,304,2017/1/31,3
1678,466,2017/1/31,4
10469,481,2017/1/31,1
11561,157,2017/1/31,4
17189,310,2017/1/30,1
854,330,2017/1/30,2
21545,348,2017/1/30,1
16118,108,2017/1/30,1
20430,141,2017/1/30,4
4113,60,2017/1/30,6
14621,201,2017/1/30,4
25079,9,2017/1/30,1
9870,65,2017/1/30,10
19215,376,2017/1/30,1
21665,475,2017/1/30,1
23008,74,2017/1/30,31
11742,491,2017/1/30,3
5373,16,2017/1/30,1
24249,263,2017/1/30,5
8530,451,2017/1/30,3
19351,235,2017/1/30,6
3156,437,2017/1/30,6
1461,264,2017/1/30,6
23989,394,2017/1/30,4
1516,429,2017/1/30,6
22450,255,2017/1/30,2
2555,367,2017/1/30,4
15898,285,2017/1/30,1
676,206,2017/1/30,16
566,359,2017/1/30,6
8747,495,2017/1/30,3
12105,102,2017/1/30,1
2197,242,2017/1/30,1
10331,372,2017/1/30,2
4094,233,2017/1/30,3
16156,314,2017/1/30,6
17263,62,2017/1/30,4
20198,368,2017/1/30,14
20120,333,2017/1/30,5
1037,88,2017/1/30,1
162,89,2017/1/30,5
11236,124,2017/1/30,1
22323,314,2017/1/30,3
14527,124,2017/1/30,2
21177,64,2017/1/30,1
24840,258,2017/1/30,4
9824,500,2017/1/30,10
14514,352,2017/1/30,2
22874,420,2017/1/30,1
6782,265,2017/1/30,4
16295,259,2017/1/30,3
18827,402,2017/1/30,2
22658,210,2017/1/30,5
20944,31,2017/1/30,10
16152,100,2017/1/30,5
13851,408,2017/1/30,1
10355,250,2017/1/30,7
21120,428,2017/1/30,6
24665,388,2017/1/30,6
4260,408,2017/1/30,2
8081,468,2017/1/30,2
19973,75,2017/1/30,6
2583,409,2017/1/30,2
17217,153,2017/1/30,1
5770,212,2017/1/30,9
24119,492,2017/1/30,3
18388,78,2017/1/30,7
22257,149,2017/1/29,1
3697,164,2017/1/29,4
12659,97,2017/1/29,5
22163,159,2017/1/29,6
24412,449,2017/1/29,1
5533,416,2017/1/29,19
1850,187,2017/1/29,6
1753,481,2017/1/29,1
24700,414,2017/1/29,4
22387,213,2017/1/29,7
8719,192,2017/1/29,2
12093,295,2017/1/29,6
16988,34,2017/1/29,12
11159,495,2017/1/29,1
20817,500,2017/1/29,6
3517,243,2017/1/29,1
6742,490,2017/1/29,5
5078,462,2017/1/29,8
8229,301,2017/1/29,10
14276,316,2017/1/29,1
8606,218,2017/1/29,16
1749,27,2017/1/29,8
7242,44,2017/1/29,1
23278,437,2017/1/29,1
18313,487,2017/1/29,3
12984,417,2017/1/29,1
4734,246,2017/1/29,3
23511,126,2017/1/29,2
497,340,2017/1/29,1
5511,31,2017/1/29,4
16241,175,2017/1/29,1
2068,142,2017/1/29,7
11462,110,2017/1/29,9
17388,172,2017/1/29,4
25131,361,2017/1/29,1
21836,417,2017/1/29,14
5555,97,2017/1/29,9
13455,201,2017/1/29,7
4971,13,2017/1/29,5
2391,394,2017/1/28,29
10018,210,2017/1/28,1
20862,251,2017/1/28,8
7312,97,2017/1/28,6
20765,258,2017/1/28,4
18665,440,2017/1/28,1
5913,113,2017/1/28,5
8320,282,2017/1/28,13
9463,492,2017/1/28,1
17299,140,2017/1/28,6
7733,336,2017/1/28,2
748,200,2017/1/28,1
8463,343,2017/1/28,7
20752,379,2017/1/28,4
12029,202,2017/1/28,4
1395,284,2017/1/28,18
22400,113,2017/1/28,1
16208,390,2017/1/28,1
22259,311,2017/1/28,4
14050,53,2017/1/28,4
19260,43,2017/1/28,1
5360,211,2017/1/28,2
19964,81,2017/1/28,3
1977,238,2017/1/28,1
15914,399,2017/1/28,5
11745,21,2017/1/28,4
5834,94,2017/1/28,4
7733,147,2017/1/28,1
4279,134,2017/1/28,1
16993,244,2017/1/28,6
3052,463,2017/1/28,6
4259,21,2017/1/28,2
19857,401,2017/1/28,1
23033,172,2017/1/27,1
17066,24,2017/1/27,2
2446,498,2017/1/27,4
22053,361,2017/1/27,6
19425,105,2017/1/27,1
15942,358,2017/1/27,5
8833,486,2017/1/27,5
14578,145,2017/1/27,8
1136,207,2017/1/27,5
11772,257,2017/1/27,3
15922,445,2017/1/27,1
22404,366,2017/1/27,2
18881,423,2017/1/27,9
19050,67,2017/1/27,1
10024,204,2017/1/27,7
937,164,2017/1/27,1
5388,35,2017/1/27,1
6992,187,2017/1/27,5
20565,71,2017/1/27,1
19303,395,2017/1/27,1
4798,218,2017/1/27,2
12307,416,2017/1/27,5
6105,86,2017/1/27,1
11736,130,2017/1/27,5
12810,186,2017/1/27,1
5909,178,2017/1/27,1
12331,4,2017/1/27,6
22742,307,2017/1/27,5
23049,104,2017/1/27,1
7682,84,2017/1/27,2
23959,227,2017/1/27,1
20107,227,2017/1/27,7
23776,267,2017/1/27,3
1997,487,2017/1/27,4
19170,128,2017/1/27,4
4698,350,2017/1/27,6
1800,267,2017/1/27,3
3377,222,2017/1/27,5
21340,149,2017/1/27,1
21587,467,2017/1/27,4
16276,414,2017/1/27,1
14170,468,2017/1/27,1
16743,217,2017/1/27,7
1152,354,2017/1/27,1
18337,278,2017/1/27,1
20582,239,2017/1/27,6
4474,40,2017/1/27,2
13277,16,2017/1/27,4
14275,465,2017/1/27,2
15601,12,2017/1/26,7
13320,193,2017/1/26,4
3629,243,2017/1/26,6
19847,80,2017/1/26,4
14881,275,2017/1/26,6
24175,259,2017/1/26,1
8397,182,2017/1/26,4
21969,352,2017/1/26,3
14760,483,2017/1/26,34
10325,473,2017/1/26,5
10423,24,2017/1/26,1
14662,60,2017/1/26,1
11419,47,2017/1/26,6
24384,130,2017/1/26,1
9223,469,2017/1/26,4
23840,461,2017/1/26,6
21540,132,2017/1/26,5
1064,15,2017/1/26,18
16419,439,2017/1/26,2
4247,98,2017/1/26,2
7005,180,2017/1/26,1
14214,342,2017/1/26,4
20774,236,2017/1/26,5
13788,279,2017/1/26,2
15135,135,2017/1/26,3
21948,16,2017/1/26,1
9138,38,2017/1/26,6
3431,17,2017/1/26,6
88,303,2017/1/26,4
5096,489,2017/1/26,4
10874,65,2017/1/26,1
14580,61,2017/1/26,1
21067,159,2017/1/26,4
2309,198,2017/1/26,1
8146,60,2017/1/26,1
5863,294,2017/1/26,3
13317,269,2017/1/25,1
7352,486,2017/1/25,5
10430,206,2017/1/25,6
7953,477,2017/1/25,6
18817,234,2017/1/25,2
5512,430,2017/1/25,3
10374,363,2017/1/25,5
17765,167,2017/1/25,1
22766,420,2017/1/25,5
21141,152,2017/1/25,7
6593,470,2017/1/25,1
10272,497,2017/1/25,6
23008,486,2017/1/25,2
13261,225,2017/1/25,3
18142,212,2017/1/25,2
12399,405,2017/1/25,2
22509,409,2017/1/25,1
10108,116,2017/1/25,5
13129,45,2017/1/25,1
1160,95,2017/1/25,1
18739,134,2017/1/25,4
6127,9,2017/1/25,7
1196,243,2017/1/25,1
21794,338,2017/1/25,2
5910,49,2017/1/25,4
23613,301,2017/1/25,6
22351,160,2017/1/25,6
10608,315,2017/1/25,6
839,320,2017/1/25,4
24185,113,2017/1/25,6
13979,402,2017/1/25,7
9527,335,2017/1/25,1
6113,396,2017/1/25,3
24402,160,2017/1/25,5
12014,161,2017/1/25,1
14351,428,2017/1/25,2
24960,472,2017/1/25,1
14472,346,2017/1/25,3
21362,292,2017/1/25,4
23790,115,2017/1/25,1
17102,180,2017/1/25,6
7403,156,2017/1/25,9
1044,62,2017/1/25,14
117,321,2017/1/25,1
12403,107,2017/1/25,6
24667,286,2017/1/25,5
15386,400,2017/1/25,4
1957,253,2017/1/25,7
16667,424,2017/1/25,2
3108,135,2017/1/25,6
16877,200,2017/1/25,3
8087,485,2017/1/25,4
11782,348,2017/1/25,4
22754,359,2017/1/25,6
13810,237,2017/1/25,3
12535,173,2017/1/25,37
10465,189,2017/1/25,6
4465,374,2017/1/25,1
24410,478,2017/1/25,4
5403,334,2017/1/25,2
17114,4,2017/1/25,4
5127,353,2017/1/25,1
3714,150,2017/1/25,6
700,215,2017/1/25,5
10428,288,2017/1/25,1
22962,448,2017/1/25,6
767,425,2017/1/25,1
23536,406,2017/1/25,4
1710,323,2017/1/25,15
1561,139,2017/1/24,3
16506,434,2017/1/24,6
19199,268,2017/1/24,7
20501,118,2017/1/24,14
20430,488,2017/1/24,2
25154,433,2017/1/24,1
5039,29,2017/1/24,2
20400,234,2017/1/24,6
12187,480,2017/1/24,1
4688,157,2017/1/24,1
8281,259,2017/1/24,4
23256,393,2017/1/24,1
7074,81,2017/1/24,3
16344,192,2017/1/24,2
20511,309,2017/1/24,4
14598,377,2017/1/24,1
16961,157,2017/1/24,2
11304,385,2017/1/24,1
20154,343,2017/1/24,11
18506,94,2017/1/24,1
9934,8,2017/1/24,1
23357,333,2017/1/24,6
11120,178,2017/1/24,3
12764,91,2017/1/24,2
18112,172,2017/1/24,8
104,315,2017/1/24,1
3876,230,2017/1/24,4
15316,334,2017/1/24,6
16614,375,2017/1/24,1
3261,126,2017/1/24,3
10785,353,2017/1/24,6
6417,119,2017/1/24,3
956,112,2017/1/24,4
8352,193,2017/1/24,4
4287,321,2017/1/24,4
5305,189,2017/1/24,1
7498,321,2017/1/24,2
24199,379,2017/1/24,5
13201,186,2017/1/24,1
14454,310,2017/1/24,5
9847,485,2017/1/24,6
10486,222,2017/1/24,1
1056,414,2017/1/24,5
9787,368,2017/1/24,6
21040,223,2017/1/24,6
11677,266,2017/1/24,5
20562,407,2017/1/23,3
8106,208,2017/1/23,6
19024,325,2017/1/23,5
6023,240,2017/1/23,5
19290,484,2017/1/23,5
1020,269,2017/1/23,24
9858,325,2017/1/23,3
7079,229,2017/1/23,5
24401,222,2017/1/23,3
12535,422,2017/1/23,30
15932,200,2017/1/23,4
4843,217,2017/1/23,1
11541,295,2017/1/23,1
21361,272,2017/1/23,4
298,193,2017/1/23,3
14772,34,2017/1/23,6
6412,100,2017/1/23,6
2435,275,2017/1/23,4
580,276,2017/1/23,2
6142,486,2017/1/23,3
4647,261,2017/1/23,4
22224,78,2017/1/23,2
11302,312,2017/1/23,4
9610,285,2017/1/23,7
18322,497,2017/1/23,10
8857,63,2017/1/23,3
17736,33,2017/1/23,2
16365,258,2017/1/23,37
12215,247,2017/1/23,5
17680,216,2017/1/23,5
5654,253,2017/1/23,3
10288,472,2017/1/23,3
4536,282,2017/1/23,6
21607,145,2017/1/23,4
3641,273,2017/1/23,6
23785,86,2017/1/23,1
24524,127,2017/1/23,12
25237,338,2017/1/23,1
13297,32,2017/1/23,1
5335,25,2017/1/23,1
13284,277,2017/1/23,4
23256,213,2017/1/23,1
2226,460,2017/1/23,4
6948,74,2017/1/23,3
18000,421,2017/1/23,2
561,26,2017/1/23,5
7640,233,2017/1/23,1
22459,371,2017/1/23,7
7743,2,2017/1/22,5
90,421,2017/1/22,2
701,397,2017/1/22,7
17950,230,2017/1/22,8
3374,119,2017/1/22,3
8543,174,2017/1/22,3
16661,290,2017/1/22,13
11116,373,2017/1/22,7
10926,488,2017/1/22,4
2289,482,2017/1/22,1
867,455,2017/1/22,5
12568,451,2017/1/22,4
20316,69,2017/1/22,2
21005,243,2017/1/22,1
5387,16,2017/1/22,4
8671,493,2017/1/22,1
6044,270,2017/1/22,1
17927,148,2017/1/22,17
14985,102,2017/1/22,6
1244,324,2017/1/22,12
10540,181,2017/1/22,1
5658,198,2017/1/22,1
19184,379,2017/1/22,7
18975,378,2017/1/22,6
14502,451,2017/1/22,10
15236,362,2017/1/22,5
11271,262,2017/1/22,6
1662,31,2017/1/22,2
9741,312,2017/1/22,7
20318,182,2017/1/22,7
1834,208,2017/1/22,7
15942,237,2017/1/22,5
18013,54,2017/1/21,4
3299,46,2017/1/21,7
4707,282,2017/1/21,6
6058,281,2017/1/21,6
8967,499,2017/1/21,7
15149,328,2017/1/21,6
779,317,2017/1/21,5
2961,99,2017/1/21,5
20041,379,2017/1/21,1
15947,347,2017/1/21,4
17564,49,2017/1/21,37
11002,378,2017/1/21,6
9293,168,2017/1/21,1
10092,143,2017/1/21,3
12683,24,2017/1/21,1
2942,130,2017/1/21,4
12445,248,2017/1/21,3
4675,360,2017/1/21,7
15690,106,2017/1/21,5
6480,456,2017/1/21,2
11957,99,2017/1/21,6
707,425,2017/1/21,18
10365,422,2017/1/21,1
16293,453,2017/1/21,1
1727,493,2017/1/21,2
18219,316,2017/1/21,3
21295,329,2017/1/21,7
16035,162,2017/1/21,12
14297,242,2017/1/21,9
19485,204,2017/1/21,2
22029,498,2017/1/21,5
23812,89,2017/1/21,4
6144,68,2017/1/21,3
21911,490,2017/1/21,3
22332,191,2017/1/21,5
6258,497,2017/1/21,5
2874,49,2017/1/21,6
1524,290,2017/1/21,3
18322,11,2017/1/21,4
6732,53,2017/1/21,6
14700,299,2017/1/21,5
11956,458,2017/1/21,4
11620,471,2017/1/21,16
15388,256,2017/1/21,1
16556,165,2017/1/21,6
1091,114,2017/1/21,7
3272,130,2017/1/21,6
18960,326,2017/1/21,6
2711,208,2017/1/21,7
3247,55,2017/1/21,1
9231,198,2017/1/21,9
8914,123,2017/1/21,2
6409,463,2017/1/21,11
12191,378,2017/1/21,1
8055,298,2017/1/21,5
8132,251,2017/1/21,3
18737,459,2017/1/21,1
2050,113,2017/1/21,1
13093,47,2017/1/21,1
21615,73,2017/1/21,6
3492,6,2017/1/21,6
5695,436,2017/1/21,5
17171,194,2017/1/21,1
24276,251,2017/1/21,1
17889,83,2017/1/21,1
7923,373,2017/1/21,2
13114,359,2017/1/20,6
8252,5,2017/1/20,6
23556,90,2017/1/20,5
24716,241,2017/1/20,3
3501,289,2017/1/20,2
23769,204,2017/1/20,3
21684,52,2017/1/20,4
5,194,2017/1/20,7
18595,234,2017/1/20,7
9409,284,2017/1/20,1
24400,380,2017/1/20,6
16573,57,2017/1/20,6
392,369,2017/1/20,2
16756,474,2017/1/20,6
20135,293,2017/1/20,3
23116,266,2017/1/20,3
23875,137,2017/1/20,2
21640,199,2017/1/20,1
19049,108,2017/1/20,3
21934,68,2017/1/20,4
7625,43,2017/1/20,2
22508,36,2017/1/20,2
5321,425,2017/1/20,8
23803,273,2017/1/20,1
13384,318,2017/1/20,5
2608,372,2017/1/20,6
21052,346,2017/1/20,2
5853,289,2017/1/20,4
4567,249,2017/1/20,2
14571,267,2017/1/20,1
17930,124,2017/1/20,1
2909,252,2017/1/20,16
19627,304,2017/1/20,4
4130,14,2017/1/20,4
17430,183,2017/1/20,2
10392,284,2017/1/20,6
9763,284,2017/1/20,2
1493,310,2017/1/20,1
22225,415,2017/1/20,6
3372,49,2017/1/20,3
3011,76,2017/1/20,4
24794,54,2017/1/20,3
6572,313,2017/1/20,2
9253,430,2017/1/20,6
10255,41,2017/1/20,2
23979,21,2017/1/20,3
14611,131,2017/1/20,2
15916,440,2017/1/20,2
8705,302,2017/1/20,2
236,176,2017/1/20,1
16789,66,2017/1/20,1
16677,348,2017/1/20,5
5803,85,2017/1/20,6
9069,253,2017/1/20,1
2286,374,2017/1/20,2
12283,184,2017/1/20,1
22406,310,2017/1/20,6
17336,241,2017/1/19,4
21498,297,2017/1/19,9
15949,149,2017/1/19,4
9519,491,2017/1/19,4
19250,412,2017/1/19,5
21735,79,2017/1/19,7
21700,136,2017/1/19,5
10094,471,2017/1/19,6
11141,30,2017/1/19,2
13123,392,2017/1/19,7
12358,449,2017/1/19,2
9948,411,2017/1/19,11
20049,302,2017/1/19,1
22952,341,2017/1/19,4
5016,348,2017/1/19,5
12066,426,2017/1/19,1
11186,86,2017/1/19,3
9597,196,2017/1/19,2
14861,73,2017/1/19,2
21548,271,2017/1/19,2
14007,81,2017/1/19,5
12530,404,2017/1/19,4
15949,209,2017/1/19,1
14023,347,2017/1/19,8
18324,346,2017/1/19,1
22581,422,2017/1/19,7
7979,401,2017/1/19,1
10674,92,2017/1/19,6
15041,84,2017/1/18,1
14469,20,2017/1/18,2
14859,271,2017/1/18,1
10999,34,2017/1/18,3
11940,68,2017/1/18,1
22377,196,2017/1/18,1
20371,105,2017/1/18,4
24654,322,2017/1/18,2
1626,251,2017/1/18,2
2694,52,2017/1/18,2
12768,307,2017/1/18,6
8883,157,2017/1/18,4
4280,112,2017/1/18,5
10501,211,2017/1/18,1
13180,13,2017/1/18,1
20397,253,2017/1/18,6
2612,311,2017/1/18,9
20620,43,2017/1/18,3
16489,388,2017/1/18,2
21625,97,2017/1/18,5
11516,1,2017/1/18,5
19137,57,2017/1/18,3
23274,125,2017/1/18,3
23641,481,2017/1/18,4
21698,5,2017/1/18,2
13914,184,2017/1/18,1
7330,491,2017/1/18,1
8454,31,2017/1/18,4
24302,420,2017/1/18,5
878,31,2017/1/18,3
2396,90,2017/1/18,7
19604,239,2017/1/18,3
13649,171,2017/1/18,3
3502,147,2017/1/18,1
15331,462,2017/1/18,5
9866,145,2017/1/18,7
25057,79,2017/1/18,1
20226,97,2017/1/18,2
13590,453,2017/1/18,2
8143,81,2017/1/18,1
16543,155,2017/1/18,6
4492,222,2017/1/18,5
20201,105,2017/1/18,5
15986,408,2017/1/18,2
10545,137,2017/1/18,3
18266,476,2017/1/18,7
1971,142,2017/1/18,6
19115,450,2017/1/18,3
12940,217,2017/1/18,9
12249,406,2017/1/18,9
12265,440,2017/1/18,6
1929,466,2017/1/18,3
6734,315,2017/1/18,1
17897,31,2017/1/18,5
10392,44,2017/1/18,1
287,103,2017/1/18,1
14483,352,2017/1/18,1
19466,320,2017/1/18,4
11905,6,2017/1/18,8
16812,406,2017/1/18,6
20621,178,2017/1/18,1
13074,145,2017/1/18,3
21588,354,2017/1/18,2
15233,83,2017/1/18,3
11564,429,2017/1/18,4
4737,194,2017/1/18,2
21171,436,2017/1/18,12
21432,222,2017/1/17,6
21359,120,2017/1/17,3
12522,476,2017/1/17,5
7903,167,2017/1/17,6
15649,213,2017/1/17,6
20106,22,2017/1/17,5
11411,441,2017/1/17,5
10415,30,2017/1/17,2
18207,100,2017/1/17,6
20364,485,2017/1/17,4
24396,488,2017/1/17,3
2507,143,2017/1/17,1
12891,440,2017/1/17,7
15590,266,2017/1/17,1
16868,379,2017/1/17,3
